file,player,team,line,result,reason
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Edouard Julien,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Edouard Julien,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Kyle Karros,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Michael Lorenzen,COL,3.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Luis Rengifo,MIL,0.5,VOID,POSTPONED · makeup 2026-07-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Ezequiel Tovar,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Francisco Alvarez,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Brett Baty,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Juan Soto,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Mickey Moniak,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Jake McCarthy,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Troy Johnston,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Brett Baty,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Willi Castro,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Carson Benge,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Carson Benge,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Carson Benge,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,TJ Rumfield,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,TJ Rumfield,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,TJ Rumfield,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Garrett Mitchell,MIL,0.5,VOID,POSTPONED · makeup 2026-07-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Garrett Mitchell,MIL,0.5,VOID,POSTPONED · makeup 2026-07-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Juan Soto,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Kyle Karros,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Kyle Karros,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Willi Castro,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Willi Castro,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Freddy Peralta,NYM,3.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Ramón Urías,STL,0.5,VOID,POSTPONED · makeup 2026-07-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Jake McCarthy,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,MJ Melendez,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,MJ Melendez,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Bo Bichette,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Tyler Freeman,COL,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Freddy Peralta,NYM,4.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Juan Soto,NYM,2.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Bo Bichette,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Juan Soto,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Marcus Semien,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Tyrone Taylor,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Juan Soto,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Troy Johnston,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Freddy Peralta,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Juan Soto,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Tyler Freeman,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Marcus Semien,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Freddy Peralta,NYM,7.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Freddy Peralta,NYM,8.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Juan Soto,NYM,3.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Juan Soto,NYM,4.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Luis Rengifo,MIL,0.5,VOID,POSTPONED · makeup 2026-07-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Mark Vientos,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Mark Vientos,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Troy Johnston,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Freddy Peralta,NYM,4.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Tyrone Taylor,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Juan Soto,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Bo Bichette,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Bo Bichette,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Freddy Peralta,NYM,9.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Juan Soto,NYM,5.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Freddy Peralta,NYM,5.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Freddy Peralta,NYM,6.0,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Juan Soto,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Luis Rengifo,MIL,0.5,VOID,POSTPONED · makeup 2026-07-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Bo Bichette,NYM,2.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Bo Bichette,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Mickey Moniak,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Michael Lorenzen,COL,4.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Mickey Moniak,COL,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Carson Benge,NYM,3.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,TJ Rumfield,COL,3.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Carson Benge,NYM,2.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,TJ Rumfield,COL,2.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Carson Benge,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Carson Benge,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Carson Benge,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,TJ Rumfield,COL,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,TJ Rumfield,COL,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Carson Benge,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,TJ Rumfield,COL,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Carson Benge,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Carson Benge,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Carson Benge,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Carson Benge,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,TJ Rumfield,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,TJ Rumfield,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,TJ Rumfield,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Edouard Julien,COL,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Garrett Mitchell,MIL,0.5,VOID,POSTPONED · makeup 2026-07-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Michael Lorenzen,COL,6.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Ezequiel Tovar,COL,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,MJ Melendez,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Edouard Julien,COL,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Juan Soto,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Willi Castro,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Luis Rengifo,MIL,0.5,VOID,POSTPONED · makeup 2026-07-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Hunter Goodman,COL,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Tyler Freeman,COL,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Jake McCarthy,COL,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Francisco Alvarez,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Marcus Semien,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Tyrone Taylor,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Freddy Peralta,NYM,2.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Michael Lorenzen,COL,5.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Francisco Alvarez,NYM,2.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Tyrone Taylor,NYM,2.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Hunter Goodman,COL,2.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Francisco Alvarez,NYM,3.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Marcus Semien,NYM,2.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Jake McCarthy,COL,2.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Willi Castro,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Juan Soto,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Bo Bichette,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Garrett Mitchell,MIL,1.5,VOID,POSTPONED · makeup 2026-07-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Marcus Semien,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Bo Bichette,NYM,2.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Ezequiel Tovar,COL,2.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Edouard Julien,COL,2.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Troy Johnston,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Brett Baty,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Brett Baty,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Francisco Alvarez,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Juan Soto,NYM,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Kyle Karros,COL,1.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Brett Baty,NYM,2.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Brett Baty,NYM,3.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Michael Lorenzen,COL,6.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Mickey Moniak,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Brett Baty,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Ezequiel Tovar,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Hunter Goodman,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Hunter Goodman,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Jake McCarthy,COL,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
H:\halek\ProfileFromC\Desktop\PropORACLE\outputs\2026-05-05\graded_mlb_2026-05-05.xlsx,Juan Soto,NYM,0.5,VOID,POSTPONED · makeup 2026-05-07 · Inclement Weather
